Accession	Country	Region	PMID	gb_lab_construct	Multiple_locations
KT233394	USA				
KT233395	USA				
KT233396	USA				
KT233397	USA				
KT233398	USA				
KT233399	USA				
KT233400	USA				
KT233401	USA				
KT233402	USA				
KT233403	USA				
KT233404	USA				
KT233405	USA				
KT233406	USA				
KT233407	USA				
KT233408	USA				
KT233409	USA				
KT233410	USA				
KT233411	USA				
KT233412	USA				
KT233413	USA				
KT233414	USA				
KT233415	USA				
KT233416	USA				
KT233417	USA				
KT233418	USA				
KT233419	USA				
KT233420	USA				
KT233421	USA				
KT233422	USA				
KT233423	USA				
KT233424	USA				
KT233425	USA				
KT233426	USA				
KT233427	USA				
KT233428	USA				
KT233429	USA				
KT233430	USA				
KT233431	USA				
KT233432	USA				
KT233433	USA				
KT233434	USA				
KT233435	USA				
KT233436	USA				
KT233437	USA				
KT233438	USA				
KT233439	USA				
KT233440	USA				
KT233441	USA				
KT233442	USA				
KT233443	USA				
KT233444	USA				
KT233445	USA				
KT233446	USA				
KT233447	USA				
KT233448	USA				
KT233449	USA				
KT233450	USA				
KT233451	USA				
KT233452	USA				
KT233453	USA				
KT233454	USA				
KT233455	USA				
KT233456	USA				
KT233457	USA				
KT233458	USA				
KT233459	USA				
KT233460	USA				
KT233461	USA				
KT233462	USA				
KT233463	USA				
KT233464	USA				
KT233465	USA				
KT233466	USA				
KT233467	USA				
KT233468	USA				
KT233469	USA				
KT233470	USA				
KT233471	USA				
KT233472	USA				
KT233473	USA				
KT233474	USA				
KT233475	USA				
KT233476	USA				
KT233477	USA				
KT233478	USA				
KT233479	USA				
KT233480	USA				
KT233481	USA				
KT233482	USA				
KT233483	USA				
KT233484	USA				
KT233485	USA				
KT233486	USA				
KT233487	USA				
KT233488	USA				
KT233489	USA				
KT233490	USA				
KT233491	USA				
KT233492	USA				
KT233493	USA				
KT233494	USA				
KT233495	USA				
KT233496	USA				
KT233497	USA				
KT233498	USA				
KT233499	USA				
KT233500	USA				
KT233501	USA				
KT233502	USA				
KT233503	USA				
KT233504	USA				
KT233505	USA				
KT233506	USA				
KT233507	USA				
KT233508	USA				
KT233509	USA				
KT233510	USA				
KT233511	USA				
KT233512	USA				
KT233513	USA				
KT233514	USA				
KT233515	USA				
KT233516	USA				
KT233517	USA				
KT233518	USA				
KT233519	USA				
KT233520	USA				
KT233521	USA				
KT233522	USA				
KT233523	USA				
KT233524	USA				
KT233525	USA				
KT233526	USA				
KT233527	USA				
KT233528	USA				
KT233529	USA				
KT233530	USA				
KT233531	USA				
KT233532	USA				
KT233533	USA				
KT233534	USA				
KT233535	USA				
KT233536	USA				
KT233537	USA				
KT233538	USA				
KT233539	USA				
KT233540	USA				
KT233541	USA				
KT233542	USA				
KT233543	USA				
KT233544	USA				
KT233545	USA				
KT233546	USA				
KT233547	USA				
KT233548	USA				
KT233549	USA				
KT233550	USA				
KT233551	USA				
KT233552	USA				
KT233553	USA				
KT233554	USA				
KT233555	USA				
KT233556	USA				
KT233557	USA				
KT233558	USA				
KT233559	USA				
KT233560	USA				
KT233561	USA				
KT233562	USA				
KT233563	USA				
KT233564	USA				
KT233565	USA				
KT233566	USA				
KT233567	USA				
KT233568	USA				
KT233569	USA				
KT233570	USA				
KT233571	USA				
KT233572	USA				
KT233573	USA				
KT233574	USA				
KT233575	USA				
KT233576	USA				
KT233577	USA				
KT233578	USA				
KT233579	USA				
KT233580	USA				
KT233581	USA				
KT233582	USA				
KT233583	USA				
KT233584	USA				
KT233585	USA				
KT233586	USA				
KT233587	USA				
KT233588	USA				
KT233589	USA				
KT233590	USA				
KT233591	USA				
KT233592	USA				
KT233593	USA				
KT233594	USA				
KT233595	USA				
KT233596	USA				
KT233597	USA				
KT233598	USA				
KT233599	USA				
KT233600	USA				
KT233601	USA				
KT233602	USA				
KT233603	USA				
KT233604	USA				
KT233605	USA				
KT233606	USA				
KT233607	USA				
KT233608	USA				
KT233609	USA				
KT233610	USA				
KT233611	USA				
KT233612	USA				
KT233613	USA				
KT233614	USA				
KT233615	USA				
KT233616	USA				
KT233617	USA				
KT233618	USA				
KT233619	USA				
KT233620	USA				
KT233621	USA				
KT233622	USA				
KT233623	USA				
KT233624	USA				
KT233625	USA				
KT233626	USA				
KT233627	USA				
KT233628	USA				
KT233629	USA				
KT233630	USA				
KT233631	USA				
KT233632	USA				
KT233633	USA				
KT233634	USA				
KT233635	USA				
KT233636	USA				
KT233637	USA				
KT233638	USA				
KT233639	USA				
KT233640	USA				
KT233641	USA				
KT233642	USA				
KT233643	USA				
KT233644	USA				
KT233645	USA				
KT233646	USA				
KT233647	USA				
KT233648	USA				
KT233649	USA				
KT233650	USA				
KT233651	USA				
KT233652	USA				
KT233653	USA				
KT233654	USA				
KT233655	USA				
KT233656	USA				
KT233657	USA				
KT233658	USA				
KT233659	USA				
KT233660	USA				
KT233661	USA				
KT233662	USA				
KT233663	USA				
KT233664	USA				
KT233665	USA				
KT233666	USA				
KT233667	USA				
KT233668	USA				
KT233669	USA				
KT233670	USA				
KT233671	USA				
KT233672	USA				
KT233673	USA				
KT233674	USA				
KT233675	USA				
KT233676	USA				
KT233677	USA				
KT233678	USA				
KT233679	USA				
KT233680	USA				
KT233681	USA				
KT233682	USA				
KT233683	USA				
KT233684	USA				
KT233685	USA				
KT233686	USA				
KT233687	USA				
KT233688	USA				
KT233689	USA				
KT233690	USA				
KT233691	USA				
KT233692	USA				
KT233693	USA				
KT233694	USA				
KT233695	USA				
KT233696	USA				
KT233697	USA				
KT233698	USA				
KT233699	USA				
KT233700	USA				
KT233701	USA				
KT233702	USA				
KT233703	USA				
KT233704	USA				
KT233705	USA				
KT233706	USA				
KT233707	USA				
KT233708	USA				
KT233709	USA				
KT233710	USA				
KT233711	USA				
KT233712	USA				
KT233713	USA				
KT233714	USA				
KT233715	USA				
KT233716	USA				
KT233717	USA				
KT233718	USA				
KT233719	USA				
KT233720	USA				
KT233721	USA				
KT233722	USA				
KT233723	USA				
KT233724	USA				
KT233725	USA				
KT233726	USA				
KT233727	USA				
KT233728	USA				
KT233729	USA				
KT233730	USA				
KT233731	USA				
KT233732	USA				
KT233733	USA				
KT233734	USA				
KT233735	USA				
KT233736	USA				
KT233737	USA				
KT233738	USA				
KT233739	USA				
KT233740	USA				
KT233741	USA				
KT233742	USA				
KT233743	USA				
KT233744	USA				
KT233745	USA				
KT233746	USA				
KT233747	USA				
KT233748	USA				
KT233749	USA				
KT233750	USA				
KT233751	USA				
KT233752	USA				
KT233753	USA				
KT233754	USA				
KT233755	USA				
KT233756	USA				
KT233757	USA				
KT233758	USA				
KT233759	USA				
KT233760	USA				
KT233761	USA				
KT233762	USA				
KT233763	USA				
KT233764	USA				
KT233765	USA				
KT233766	USA				
KT233767	USA				
KT233768	USA				
KT233769	USA				
KT233770	USA				
KT233771	USA				
KT233772	USA				
KT233773	USA				
KT233774	USA				
KT233775	USA				
KT233776	USA				
KT233777	USA				
KT233778	USA				
KT233779	USA				
KT233780	USA				
KT233781	USA				
KT233782	USA				
KT233783	USA				
KT233784	USA				
KT233785	USA				
KT233786	USA				
KT233787	USA				
KT233788	USA				
KT233789	USA				
KT233790	USA				
KT233791	USA				
KT233792	USA				
KT233793	USA				
KT233794	USA				
KT233795	USA				
KT233796	USA				
KT233797	USA				
KT233798	USA				
KT233799	USA				
KT233800	USA				
KT233801	USA				
KT233802	USA				
KT233803	USA				
KT233804	USA				
KT233805	USA				
KT233806	USA				
KT233807	USA				
KT233808	USA				
KT233809	USA				
KT233810	USA				
KT233811	USA				
KT233812	USA				
KT233813	USA				
KT233814	USA				
KT233815	USA				
KT233816	USA				
KT233817	USA				
KT233818	USA				
KT233819	USA				
KT233820	USA				
KT233821	USA				
KT233822	USA				
KT233823	USA				
KT233824	USA				
KT233825	USA				
KT233826	USA				
KT233827	USA				
KT233828	USA				
KT233829	USA				
KT233830	USA				
KT233831	USA				
KT233832	USA				
KT233833	USA				
KT233834	USA				
KT233835	USA				
KT233836	USA				
KT233837	USA				
KT233838	USA				
KT233839	USA				
KT233840	USA				
KT233841	USA				
KT233842	USA				
KT233843	USA				
KT233844	USA				
KT233845	USA				
KT233846	USA				
KT233847	USA				
KT233848	USA				
KT233849	USA				
KT233850	USA				
KT233851	USA				
KT233852	USA				
KT233853	USA				
KT233854	USA				
KT233855	USA				
KT233856	USA				
KT233857	USA				
KT233858	USA				
KT233859	USA				
KT233860	USA				
KT233861	USA				
KT233862	USA				
KT233863	USA				
KT233864	USA				
KT233865	USA				
KT233866	USA				
KT233867	USA				
KT233868	USA				
KT233869	USA				
KT233870	USA				
KT233871	USA				
KT233872	USA				
KT233873	USA				
KT233874	USA				
KT233875	USA				
KT233876	USA				
KT233877	USA				
KT233878	USA				
KT233879	USA				
KT233880	USA				
KT233881	USA				
KT233882	USA				
KT233883	USA				
KT233884	USA				
KT233885	USA				
KT233886	USA				
KT233887	USA				
KT233888	USA				
KT233889	USA				
KT233890	USA				
KT233891	USA				
KT233892	USA				
KT233893	USA				
KT233894	USA				
KT233895	USA				
KT233896	USA				
KT233897	USA				
KT233898	USA				
KT233899	USA				
KT233900	USA				
KT233901	USA				
KT233902	USA				
KT233903	USA				
KT233904	USA				
KT233905	USA				
KT233906	USA				
KT233907	USA				
KT233908	USA				
KT233909	USA				
KT233910	USA				
KT233911	USA				
KT233912	USA				
KT233913	USA				
KT233914	USA				
KT233915	USA				
KT233916	USA				
KT233917	USA				
KT233918	USA				
KT233919	USA				
KT233920	USA				
KT233921	USA				
KT233922	USA				
KT233923	USA				
KT233924	USA				
KT233925	USA				
KT233926	USA				
KT233927	USA				
KT233928	USA				
KT233929	USA				
KT233930	USA				
KT233931	USA				
KT233932	USA				
KT233933	USA				
KT233934	USA				
KT233935	USA				
KT233936	USA				
KT233937	USA				
KT233938	USA				
KT233939	USA				
KT233940	USA				
KT233941	USA				
KT233942	USA				
KT233943	USA				
KT233944	USA				
KT233945	USA				
KT233946	USA				
KT233947	USA				
KT233948	USA				
KT233949	USA				
KT233950	USA				
KT233951	USA				
KT233952	USA				
KT233953	USA				
KT233954	USA				
KT233955	USA				
KT233956	USA				
KT233957	USA				
KT233958	USA				
KT233959	USA				
KT233960	USA				
KT233961	USA				
KT233962	USA				
KT233963	USA				
KT233964	USA				
KT233965	USA				
KT233966	USA				
KT233967	USA				
KT233968	USA				
KT233969	USA				
KT233970	USA				
KT233971	USA				
KT233972	USA				
KT233973	USA				
KT233974	USA				
KT233975	USA				
KT233976	USA				
KT233977	USA				
KT233978	USA				
KT233979	USA				
KT233980	USA				
KT233981	USA				
KT233982	USA				
KT233983	USA				
KT233984	USA				
KT233985	USA				
KT233986	USA				
KT233987	USA				
KT233988	USA				
KT233989	USA				
KT233990	USA				
KT233991	USA				
KT233992	USA				
KT233993	USA				
KT233994	USA				
KT233995	USA				
KT233996	USA				
KT233997	USA				
KT233998	USA				
KT233999	USA				
KT234000	USA				
KT234001	USA				
KT234002	USA				
KT234003	USA				
KT234004	USA				
KT234005	USA				
KT234006	USA				
KT234007	USA				
KT234008	USA				
KT234009	USA				
KT234010	USA				
KT234011	USA				
KT234012	USA				
KT234013	USA				
KT234014	USA				
KT234015	USA				
KT234016	USA				
KT234017	USA				
KT234018	USA				
KT234019	USA				
KT234020	USA				
KT234021	USA				
KT234022	USA				
KT234023	USA				
KT234024	USA				
KT234025	USA				
KT234026	USA				
KT234027	USA				
KT234028	USA				
KT234029	USA				
KT234030	USA				
KT234031	USA				
KT234032	USA				
KT234033	USA				
KT234034	USA				
KT234035	USA				
KT234036	USA				
KT234037	USA				
KT234038	USA				
KT234039	USA				
KT234040	USA				
KT234041	USA				
KT234042	USA				
KT234043	USA				
KT234044	USA				
KT234045	USA				
KT234046	USA				
KT234047	USA				
KT234048	USA				
KT234049	USA				
KT234050	USA				
KT234051	USA				
KT234052	USA				
KT234053	USA				
KT234054	USA				
KT234055	USA				
KT234056	USA				
KT234057	USA				
KT234058	USA				
KT234059	USA				
KT234060	USA				
KT234061	USA				
KT234062	USA				
KT234063	USA				
KT234064	USA				
KT234065	USA				
KT234066	USA				
KT234067	USA				
KT234068	USA				
KT234069	USA				
KT234070	USA				
KT234071	USA				
KT234072	USA				
KT234073	USA				
KT234074	USA				
KT234075	USA				
KT234076	USA				
KT234077	USA				
KT234078	USA				
KT234079	USA				
KT234080	USA				
KT234081	USA				
KT234082	USA				
KT234083	USA				
KT234084	USA				
KT234085	USA				
KT234086	USA				
KT234087	USA				
KT234088	USA				
KT234089	USA				
KT234090	USA				
KT234091	USA				
KT234092	USA				
KT234093	USA				
KT234094	USA				
KT234095	USA				
KT234096	USA				
KT234097	USA				
KT234098	USA				
KT234099	USA				
KT234100	USA				
KT234101	USA				
KT234102	USA				
KT234103	USA				
KT234104	USA				
KT234105	USA				
KT234106	USA				
KT234107	USA				
KT234108	USA				
KT234109	USA				
KT234110	USA				
KT234111	USA				
KT234112	USA				
KT234113	USA				
KT234114	USA				
KT234115	USA				
KT234116	USA				
KT234117	USA				
KT234118	USA				
KT234119	USA				
KT234120	USA				
KT234121	USA				
KT234122	USA				
KT234123	USA				
KT234124	USA				
KT234125	USA				
KT234126	USA				
KT234127	USA				
KT234128	USA				
KT234129	USA				
KT234130	USA				
KT234131	USA				
KT234132	USA				
KT234133	USA				
KT234134	USA				
KT234135	USA				
KT234136	USA				
KT234137	USA				
KT234138	USA				
KT234139	USA				
KT234140	USA				
KT234141	USA				
KT234142	USA				
KT234143	USA				
KT234144	USA				
KT234145	USA				
KT234146	USA				
KT234147	USA				
KT234148	USA				
KT234149	USA				
KT234150	USA				
KT234151	USA				
KT234152	USA				
KT234153	USA				
KT234154	USA				
KT234155	USA				
KT234156	USA				
KT234157	USA				
KT234158	USA				
KT234159	USA				
KT234160	USA				
KT234161	USA				
KT234162	USA				
KT234163	USA				
KT234164	USA				
KT234165	USA				
KT234166	USA				
KT234167	USA				
KT234168	USA				
KT234169	USA				
KT234170	USA				
KT234171	USA				
KT234172	USA				
KT234173	USA				
KT234174	USA				
KT234175	USA				
KT234176	USA				
KT234177	USA				
KT234178	USA				
KT234179	USA				
KT234180	USA				
KT234181	USA				
KT234182	USA				
KT234183	USA				
KT234184	USA				
KT234185	USA				
KT234186	USA				
KT234187	USA				
KT234188	USA				
KT234189	USA				
KT234190	USA				
KT234191	USA				
KT234192	USA				
KT234193	USA				
KT234194	USA				
KT234195	USA				
KT234196	USA				
KT234197	USA				
KT234198	USA				
KT234199	USA				
KT234200	USA				
KT234201	USA				
KT234202	USA				
KT234203	USA				
KT234204	USA				
KT234205	USA				
KT234206	USA				
KT234207	USA				
KT234208	USA				
KT234209	USA				
KT234210	USA				
KT234211	USA				
KT234212	USA				
KT234213	USA				
KT234214	USA				
KT234215	USA				
KT234216	USA				
KT234217	USA				
KT234218	USA				
KT234219	USA				
KT234220	USA				
KT234221	USA				
KT234222	USA				
KT234223	USA				
KT234224	USA				
KT234225	USA				
KT234226	USA				
KT234227	USA				
KT234228	USA				
KT234229	USA				
KT234230	USA				
KT234231	USA				
KT234232	USA				
KT234233	USA				
KT234234	USA				
KT234235	USA				
KT234236	USA				
KT234237	USA				
KT234238	USA				
KT234239	USA				
KT234240	USA				
KT234241	USA				
KT234242	USA				
KT234243	USA				
KT234244	USA				
KT234245	USA				
KT234246	USA				
KT234247	USA				
KT234248	USA				
KT234249	USA				
KT234250	USA				
KT234251	USA				
KT234252	USA				
KT234253	USA				
KT234254	USA				
KT234255	USA				
KT234256	USA				
KT234257	USA				
KT234258	USA				
KT234259	USA				
KT234260	USA				
KT234261	USA				
KT234262	USA				
KT234263	USA				
KT234264	USA				
KT234265	USA				
KT234266	USA				
KT234267	USA				
KT234268	USA				
KT234269	USA				
KT234270	USA				
KT234271	USA				
KT234272	USA				
KT234273	USA				
KT234274	USA				
KT234275	USA				
KT234276	USA				
KT234277	USA				
KT234278	USA				
KT234279	USA				
KT234280	USA				
KT234281	USA				
KT234282	USA				
KT234283	USA				
KT234284	USA				
KT234285	USA				
KT234286	USA				
KT234287	USA				
KT234288	USA				
KT234289	USA				
KT234290	USA				
KT234291	USA				
KT234292	USA				
KT234293	USA				
KT234294	USA				
KT234295	USA				
KT234296	USA				
KT234297	USA				
KT234298	USA				
KT234299	USA				
KT234300	USA				
KT234301	USA				
KT234302	USA				
KT234303	USA				
KT234304	USA				
KT234305	USA				
KT234306	USA				
KT234307	USA				
KT234308	USA				
KT234309	USA				
KT234310	USA				
KT234311	USA				
KT234312	USA				
KT234313	USA				
KT234314	USA				
KT234315	USA				
KT234316	USA				
KT234317	USA				
KT234318	USA				
KT234319	USA				
KT234320	USA				
KT234321	USA				
KT234322	USA				
KT234323	USA				
KT234324	USA				
KT234325	USA				
KT234326	USA				
KT234327	USA				
KT234328	USA				
KT234329	USA				
KT234330	USA				
KT234331	USA				
KT234332	USA				
KT234333	USA				
KT234334	USA				
KT234335	USA				
KT234336	USA				
KT234337	USA				
KT234338	USA				
KT234339	USA				
KT234340	USA				
KT234341	USA				
KT234342	USA				
KT234343	USA				
KT234344	USA				
KT234345	USA				
KT234346	USA				
KT234347	USA				
KT234348	USA				
KT234349	USA				
KT234350	USA				
KT234351	USA				
KT234352	USA				
KT234353	USA				
KT234354	USA				
KT234355	USA				
KT234356	USA				
KT234357	USA				
KT234358	USA				
KT234359	USA				
KT234360	USA				
KT234361	USA				
KT234362	USA				
KT234363	USA				
KT234364	USA				
KT234365	USA				
KT234366	USA				
KT234367	USA				
KT234368	USA				
KT234369	USA				
KT234370	USA				
KT234371	USA				
KT234372	USA				
KT234373	USA				
KT234374	USA				
KT234375	USA				
KT234376	USA				
KT234377	USA				
KT234378	USA				
KT234379	USA				
KT234380	USA				
KT234381	USA				
KT234382	USA				
KT234383	USA				
KT234384	USA				
KT234385	USA				
KT234386	USA				
KT234387	USA				
KT234388	USA				
KT234389	USA				
KT234390	USA				
KT234391	USA				
KT234392	USA				
KT234393	USA				
KT234394	USA				
KT234395	USA				
KT234396	USA				
KT234397	USA				
KT234398	USA				
KT234399	USA				
KT234400	USA				
KT234401	USA				
KT234402	USA				
KT234403	USA				
KT234404	USA				
KT234405	USA				
KT234406	USA				
KT234407	USA				
KT234408	USA				
KT234409	USA				
KT234410	USA				
KT234411	USA				
KT234412	USA				
KT234413	USA				
KT234414	USA				
KT234415	USA				
KT234416	USA				
KT234417	USA				
KT234418	USA				
KT234419	USA				
KT234420	USA				
KT234421	USA				
KT234422	USA				
KT234423	USA				
KT234424	USA				
KT234425	USA				
KT234426	USA				
KT234427	USA				
KT234428	USA				
KT234429	USA				
KT234430	USA				
KT234431	USA				
KT234432	USA				
KT234433	USA				
KT234434	USA				
KT234435	USA				
KT234436	USA				
KT234437	USA				
KT234438	USA				
KT234439	USA				
KT234440	USA				
KT234441	USA				
KT234442	USA				
KT234443	USA				
KT234444	USA				
KT234445	USA				
KT234446	USA				
KT234447	USA				
KT234448	USA				
KT234449	USA				
KT234450	USA				
KT234451	USA				
KT234452	USA				
KT234453	USA				
KT234454	USA				
KT234455	USA				
KT234456	USA				
KT234457	USA				
KT234458	USA				
KT234459	USA				
KT234460	USA				
KT234461	USA				
KT234462	USA				
KT234463	USA				
KT234464	USA				
KT234465	USA				
KT234466	USA				
KT234467	USA				
KT234468	USA				
KT234469	USA				
KT234470	USA				
KT234471	USA				
KT234472	USA				
KT234473	USA				
KT234474	USA				
KT234475	USA				
KT234476	USA				
KT234477	USA				
KT234478	USA				
KT234479	USA				
KT234480	USA				
KT234481	USA				
KT234482	USA				
KT234483	USA				
KT234484	USA				
KT234485	USA				
KT234486	USA				
KT234487	USA				
KT234488	USA				
KT234489	USA				
KT234490	USA				
KT234491	USA				
KT234492	USA				
KT234493	USA				
KT234494	USA				
KT234495	USA				
KT234496	USA				
KT234497	USA				
KT234498	USA				
KT234499	USA				
KT234500	USA				
KT234501	USA				
KT234502	USA				
KT234503	USA				
KT234504	USA				
KT234505	USA				
KT234506	USA				
KT234507	USA				
KT234508	USA				
KT234509	USA				
KT234510	USA				
KT234511	USA				
KT234512	USA				
KT234513	USA				
KT234514	USA				
KT234515	USA				
KT234516	USA				
KT234517	USA				
KT234518	USA				
KT234519	USA				
KT234520	USA				
KT234521	USA				
KT234522	USA				
KT234523	USA				
KT234524	USA				
KT234525	USA				
KT234526	USA				
KT234527	USA				
KT234528	USA				
KT234529	USA				
KT234530	USA				
KT234531	USA				
KT234532	USA				
KT234533	USA				
KT234534	USA				
KT234535	USA				
KT234536	USA				
KT234537	USA				
KT234538	USA				
KT234539	USA				
KT234540	USA				
KT234541	USA				
KT234542	USA				
KT234543	USA				
KT234544	USA				
KT234545	USA				
KT234546	USA				
KT234547	USA				
KT234548	USA				
KT234549	USA				
KT234550	USA				
KT234551	USA				
KT234552	USA				
KT234553	USA				
KT234554	USA				
KT234555	USA				
KT234556	USA				
KT234557	USA				
KT234558	USA				
KT234559	USA				
KT234560	USA				
KT234561	USA				
KT234562	USA				
KT234563	USA				
KT234564	USA				
KT234565	USA				
KT234566	USA				
KT234567	USA				
KT234568	USA				
KT234569	USA				
KT234570	USA				
KT234571	USA				
KT234572	USA				
KT234573	USA				
KT234574	USA				
KT234575	USA				
KT234576	USA				
KT234577	USA				
KT234578	USA				
KT234579	USA				
KT234580	USA				
KT234581	USA				
KT234582	USA				
KT234583	USA				
KT234584	USA				
KT234585	USA				
KT234586	USA				
KT234587	USA				
KT234588	USA				
KT234589	USA				
KT234590	USA				
KT234591	USA				
KT234592	USA				
KT234593	USA				
KT234594	USA				
KT234595	USA				
KT234596	USA				
KT234597	USA				
KT234598	USA				
KT234599	USA				
KT234600	USA				
KT234601	USA				
KT234602	USA				
KT234603	USA				
KT234604	USA				
KT234605	USA				
KT234606	USA				
KT234607	USA				
KT234608	USA				
KT234609	USA				
KT234610	USA				
KT234611	USA				
KT234612	USA				
KT234613	USA				
KT234614	USA				
KT234615	USA				
KT234616	USA				
KT234617	USA				
KT234618	USA				
KT234619	USA				
KT234620	USA				
KT234621	USA				
KT234622	USA				
KT234623	USA				
KT234624	USA				
KT234625	USA				
KT234626	USA				
KT234627	USA				
KT234628	USA				
KT234629	USA				
KT234630	USA				
KT234631	USA				
KT234632	USA				
KT234633	USA				
KT234634	USA				
KT234635	USA				
KT234636	USA				
KT234637	USA				
KT234638	USA				
KT234639	USA				
KT234640	USA				
KT234641	USA				
KT234642	USA				
KT234643	USA				
KT234644	USA				
KT234645	USA				
KT234646	USA				
KT234647	USA				
KT234648	USA				
KT234649	USA				
KT234650	USA				
KT234651	USA				
KT234652	USA				
KT234653	USA				
KT234654	USA				
KT234655	USA				
KT234656	USA				
KT234657	USA				
KT234658	USA				
KT234659	USA				
KT234660	USA				
KT234661	USA				
KT234662	USA				
KT234663	USA				
KT234664	USA				
KT234665	USA				
KT234666	USA				
KT234667	USA				
KT234668	USA				
KT234669	USA				
KT234670	USA				
KT234671	USA				
KT234672	USA				
KT234673	USA				
KT234674	USA				
KT234675	USA				
KT234676	USA				
KT234677	USA				
KT234678	USA				
KT234679	USA				
KT234680	USA				
KT234681	USA				
KT234682	USA				
KT234683	USA				
KT234684	USA				
KT234685	USA				
KT234686	USA				
KT234687	USA				
KT234688	USA				
KT234689	USA				
KT234690	USA				
KT234691	USA				
KT234692	USA				
KT234693	USA				
KT234694	USA				
KT234695	USA				
KT234696	USA				
KT234697	USA				
KT234698	USA				
KT234699	USA				
KT234700	USA				
KT234701	USA				
KT234702	USA				
KT234703	USA				
KT234704	USA				
KT234705	USA				
KT234706	USA				
KT234707	USA				
KT234708	USA				
KT234709	USA				
KT234710	USA				
KT234711	USA				
KT234712	USA				
KT234713	USA				
KT234714	USA				
KT234715	USA				
KT234716	USA				
KT234717	USA				
KT234718	USA				
KT234719	USA				
KT234720	USA				
KT234721	USA				
KT234722	USA				
KT234723	USA				
KT234724	USA				
KT234725	USA				
KT234726	USA				
KT234727	USA				
KT234728	USA				
KT234729	USA				
KT234730	USA				
KT234731	USA				
KT234732	USA				
KT234733	USA				
KT234734	USA				
KT234735	USA				
KT234736	USA				
KT234737	USA				
KT234738	USA				
KT234739	USA				
KT234740	USA				
KT234741	USA				
KT234742	USA				
KT234743	USA				
KT234744	USA				
KT234745	USA				
KT234746	USA				
KT234747	USA				
KT234748	USA				
KT234749	USA				
KT234750	USA				
KT234751	USA				
KT234752	USA				
KT234753	USA				
KT234754	USA				
KT234755	USA				
KT234756	USA				
KT234757	USA				
KT234758	USA				
KT234759	USA				
KT234760	USA				
KT234761	USA				
KT234762	USA				
KT234763	USA				
KT234764	USA				
KT234765	USA				
KT234766	USA				
KT234767	USA				
KT234768	USA				
KT234769	USA				
KT234770	USA				
KT234771	USA				
KT234772	USA				
KT234773	USA				
KT234774	USA				
KT234775	USA				
KT234776	USA				
KT234777	USA				
KT234778	USA				
KT234779	USA				
KT234780	USA				
KT234781	USA				
KT234782	USA				
KT234783	USA				
KT234784	USA				
KT234785	USA				
KT234786	USA				
KT234787	USA				
KT234788	USA				
KT234789	USA				
KT234790	USA				
KT234791	USA				
KT234792	USA				
KT234793	USA				
KT234794	USA				
KT234795	USA				
KT234796	USA				
KT234797	USA				
KT234798	USA				
KT234799	USA				
KT234800	USA				
KT234801	USA				
KT234802	USA				
KT234803	USA				
KT234804	USA				
KT234805	USA				
KT234806	USA				
KT234807	USA				
KT234808	USA				
KT234809	USA				
KT234810	USA				
KT234811	USA				
KT234812	USA				
KT234813	USA				
KT234814	USA				
KT234815	USA				
KT234816	USA				
KT234817	USA				
KT234818	USA				
KT234819	USA				
KT234820	USA				
KT234821	USA				
KT234822	USA				
KT234823	USA				
KT234824	USA				
KT234825	USA				
KT234826	USA				
KT234827	USA				
KT234828	USA				
KT234829	USA				
KT234830	USA				
KT234831	USA				
KT234832	USA				
KT234833	USA				
KT234834	USA				
KT234835	USA				
KT234836	USA				
KT234837	USA				
KT234838	USA				
KT234839	USA				
KT234840	USA				
KT234841	USA				
KT234842	USA				
KT234843	USA				
KT234844	USA				
KT234845	USA				
KT234846	USA				
KT234847	USA				
KT234848	USA				
KT234849	USA				
KT234850	USA				
KT234851	USA				
KT234852	USA				
KT234853	USA				
KT234854	USA				
KT234855	USA				
KT234856	USA				
KT234857	USA				
KT234858	USA				
KT234859	USA				
KT234860	USA				
KT234861	USA				
KT234862	USA				
KT234863	USA				
KT234864	USA				
KT234865	USA				
KT234866	USA				
KT234867	USA				
KT234868	USA				
KT234869	USA				
KT234870	USA				
KT234871	USA				
KT234872	USA				
KT234873	USA				
KT234874	USA				
KT234875	USA				
KT234876	USA				
KT234877	USA				
KT234878	USA				
KT234879	USA				
KT234880	USA				
KT234881	USA				
KT234882	USA				
KT234883	USA				
KT234884	USA				
KT234885	USA				
KT234886	USA				
KT234887	USA				
KT234888	USA				
KT234889	USA				
KT234890	USA				
KT234891	USA				
KT234892	USA				
KT234893	USA				
KT234894	USA				
KT234895	USA				
KT234896	USA				
KT234897	USA				
KT234898	USA				
KT234899	USA				
KT234900	USA				
KT234901	USA				
KT234902	USA				
KT234903	USA				
KT234904	USA				
KT234905	USA				
KT234906	USA				
KT234907	USA				
KT234908	USA				
KT234909	USA				
KT234910	USA				
KT234911	USA				
KT234912	USA				
KT234913	USA				
KT234914	USA				
KT234915	USA				
KT234916	USA				
KT234917	USA				
KT234918	USA				
KT234919	USA				
KT234920	USA				
KT234921	USA				
KT234922	USA				
KT234923	USA				
KT234924	USA				
KT234925	USA				
KT234926	USA				
KT234927	USA				
KT234928	USA				
KT234929	USA				
KT234930	USA				
KT234931	USA				
KT234932	USA				
KT234933	USA				
KT234934	USA				
KT234935	USA				
KT234936	USA				
KT234937	USA				
KT234938	USA				
KT234939	USA				
KT234940	USA				
KT234941	USA				
KT234942	USA				
KT234943	USA				
KT234944	USA				
KT234945	USA				
